Date,Account,Description,Category,Tags,Amount
12/16/2020,L3harris 401k,L3harris Stock Fund - Exchange Out,Transfers,,-186.34
12/16/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,263.08
12/16/2020,L3harris 401k,Index Equity Fund - Exchange In,Securities Trades,,43.84
12/16/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
12/16/2020,Chase Credit Card,Petco - String Toy,Pets/Pet Care,,-4.61
12/16/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,2819.15
12/16/2020,Chase Credit Card,"Amazon Marketplace - Clothes, Blanket, Napkins",Gifts,,-10.59
12/16/2020,Chase Credit Card,Amazon Marketplace - Slippers,Gifts,,-15.89
12/16/2020,Chase Credit Card,Amazon - Andes Candy,Gifts,,-11.06
12/16/2020,Chase Credit Card,"Amazon Marketplace - Clothes, Blanket, Napkins",Gifts,,-58.06
12/16/2020,Chase Credit Card,Alley Cat Allies,Charity,,-250
12/16/2020,Discover Credit Card,Internet Payment - Thank You,Credit Card Payments,,66.64
12/16/2020,Discover Credit Card,Cashback Bonus Redemption Pymt/stmt Crdt,Credit Card Payments,,6.61
12/15/2020,Chase Credit Card,Sperry Top-sider,Gifts,,-32.97
12/15/2020,Chase Credit Card,Liquor Basics,Restaurants/Liquor,,-44.7
12/15/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-33.53
12/15/2020,Chase Credit Card,Petco - Xmas Gfts,Pets/Pet Care,,-29.39
12/15/2020,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-39.99
12/14/2020,Chase Credit Card,Amazon - Bits,General Merchandise,,-14.92
12/14/2020,Reserve (PNC),Interest Payment,Interest,,0.02
12/14/2020,Spend (PNC),Td Ameritrade,Investments,,-250
12/14/2020,Spend (PNC),Interest Payment,Interest,,0.02
12/14/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-95.96
12/14/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-7.4
12/14/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.92
12/14/2020,Chase Credit Card,Www.kohls.com #0873,Gifts,,-32.22
12/14/2020,Chase Credit Card,Amazon - ASPCA Donations,Charity,,-78.89
12/13/2020,Discover Credit Card,Exxonmobil,Gasoline/Fuel,,-25.44
12/13/2020,Chase Credit Card,Amazon - Ice Tray,Home Maintenance,,-10.65
12/13/2020,Chase Credit Card,Amazon - Air Canister,Office Maintenance,,-8.31
12/13/2020,Chase Credit Card,St Jude Internet Dntn,Charity,,-255
12/13/2020,Chase Credit Card,Feeding America,Charity,,-100
12/13/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-20
12/13/2020,Chase Credit Card,Doordash,Restaurants/Liquor,,-31.89
12/12/2020,Chase Credit Card,"Shutterfly - Engagement, Roland Photo Books",Gifts,,-85.45
12/11/2020,Chase Credit Card,"Amazon Marketplace - Hat, Hair Drier",Gifts,,-94.58
12/11/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-121.37
12/11/2020,Chase Credit Card,Tst* Imm Thai,Restaurants/Liquor,,-17.22
12/11/2020,Chase Credit Card,Amazon Marketplace - Ornaments,Gifts,,-41.06
12/11/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
12/11/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
12/11/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
12/11/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.91
12/11/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
12/11/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
12/11/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
12/11/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
12/10/2020,Chase Credit Card,Applebee's,Restaurants/Liquor,,-23.32
12/10/2020,Spend (BOA),Bank Of America,Car Loan,,-309.66
12/10/2020,Spend (BOA),Bank Of America,Credit Card Payments,,-53.3
12/9/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-7.25
12/9/2020,Chase Credit Card,Www.kohls.com #0873,Gifts,,-44.35
12/9/2020,Chase Credit Card,Staples - Labeler,Gifts,,-76.3
12/9/2020,BOA Credit Card,Payment - Thank You,Credit Card Payments,,53.3
12/9/2020,TD Invest,Bought 50 Sqqq @ 16.22,Securities Trades,,-811
12/9/2020,TD Invest,Sold 50 Sqqq @ 17.295,Securities Trades,,864.72
12/8/2020,Chase Credit Card,Le Shoppe Company St,Personal Care/Hair,,-21.22
12/8/2020,Chase Credit Card,Ulta Beauty - Perfume,Gifts,,-79.49
12/8/2020,Chase Credit Card,Zazzle,Gifts,,-74.53
12/8/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-6.56
12/8/2020,Chase Credit Card,Www.kohls.com #0873,Gifts,,-10.74
12/7/2020,Chase Credit Card,Schylling Inc. - Lava Lamp,Gifts,,-29.65
12/7/2020,Chase Credit Card,"Qvc - Air Fryer, Vegetable Cutter",Gifts,,-85.08
12/7/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-83.23
12/6/2020,Chase Credit Card,"Amazon Marketplace - Water Bottles, etc",Gifts,,-71.41
12/6/2020,Chase Credit Card,Michaels Stores 1233 - Decorations,General Merchandise,,-54.3
12/6/2020,Chase Credit Card,Apple.com/us,Return,,223.91
12/6/2020,Chase Credit Card,Www.kohls.com #0873,Gifts,,-28.63
12/5/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-15
12/5/2020,Chase Credit Card,"Homegoods # 0686 - Basket, Poppers",Gifts,,-36.21
12/5/2020,Chase Credit Card,Express Scripts,Healthcare/Medical,,-256.4
12/4/2020,Spend (BOA),Rutgers University,Paychecks/Salary,,87.75
12/3/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-3.57
12/3/2020,Chase Credit Card,Qvc - Egg Cooker,Gifts,,-15.83
12/3/2020,Chase Credit Card,Thailand Restaurant,Restaurants/Liquor,,-35.75
12/3/2020,Spend (PNC),Ach Webrecur Xxxxx4634 Elizabethtowngas Et Gas,Gas/Electric Bill,,-13.77
12/3/2020,Spend (PNC),The Park Hotels,Rent,,-2592.97
12/2/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,134.32
12/2/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,83.95
12/2/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,50.36
12/2/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,67.16
12/2/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-1.6
12/2/2020,Chase Credit Card,Amazon Marketplace - Couch Hair Remover,Gifts,,-26.6
12/2/2020,Chase Credit Card,"Shutterfly - Xmas Cards, Calendar",Gifts,", ",-89.29
12/2/2020,Spend (BOA),Check Xxxxxxx0113 - License,Car Maintenance,,-24
12/1/2020,College 529,Money Line Received Eft Funds Received Erxxxx5593,Transfers,,50
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
12/1/2020,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
12/1/2020,Chase Credit Card,"Amazon - Model Items, Pillow Case",Gifts,,-72.89
12/1/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-12.39
12/1/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-10
12/1/2020,Chase Credit Card,Amazon Marketplace - Telescope Kit,Gifts,,-106.61
12/1/2020,Spend (PNC),Fidelity Investments,Investments,,-50
12/1/2020,BOA Credit Card,Etsy - Pizza Peel,Gifts,,-53.3
11/30/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-23.4
11/30/2020,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.2
11/30/2020,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,32.75
11/30/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4134.04
11/30/2020,Spend (BOA),Zelle,Deposits,,50
11/30/2020,Short Term Savings (PNC),Interest Payment,Interest,,0.22
11/30/2020,Spend (PNC),Td Ameritrade,Investments,,-250
11/30/2020,Spend (PNC),Honda,Car Loan,,-316
11/30/2020,Spend (PNC),Usaa,Home Insurance,", ",-182.62
11/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,66.21
11/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,66.21
11/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,132.41
11/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,397.25
11/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,26.48
11/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,26.49
11/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,52.96
11/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,158.9
11/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.83
11/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.49
11/29/2020,Chase Credit Card,E-zpass,Travel,,-70
11/29/2020,Chase Credit Card,"Amazon Marketplace - Shower Curtain, Hair Remover",Return Expense,,-41.52
11/28/2020,Chase Credit Card,Aldo's Pizzeria,Restaurants/Liquor,,-74.62
11/28/2020,Chase Credit Card,I Love Bagels And Coffee,Groceries & Essentials,,-11.5
11/28/2020,Chase Credit Card,"Amazon Marketplace - Whisk, Measuring Cups",Gifts,,-36.23
11/28/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-99.38
11/28/2020,Chase Credit Card,"Www.kohls.com #0873 - Bowls, Instapot",Gifts,,-10.96
11/27/2020,Northrop Grumman 401k,Ng Stock - Dividend,Securities Trades,,7.07
11/27/2020,Northrop Grumman 401k,Ng Stock - Balance Forward,Securities Trades,,0
11/27/2020,Chase Credit Card,Petco - Tower,Pets/Pet Care,,-232.54
11/27/2020,Chase Credit Card,Amazon Marketplace,Return Income,,41.52
11/27/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
11/27/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
11/27/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
11/27/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
11/27/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2573.58
11/27/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
11/27/2020,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-112.6
11/27/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
11/27/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
11/26/2020,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
11/25/2020,Chase Credit Card,Slice*ilfornoalegna,Restaurants/Liquor,,-60.28
11/25/2020,Spend (BOA),Chase,Credit Card Payments,,-1376.17
11/25/2020,Short Term Savings (BOA),Interest Earned,Interest,,0.08
11/24/2020,Chase Credit Card,"Amazon Marketplace - Macaron Box, Pet Cleaner, Shower Curtain",General Merchandise,", ",-56.43
11/23/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1376.17
11/23/2020,Spend (PNC),Discover Bank,Credit Card Payments,,-389.09
11/22/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-11
11/21/2020,Discover Credit Card,Shell,Gasoline/Fuel,,-24.41
11/21/2020,Chase Credit Card,Amazon Marketplace - Masks,Healthcare/Medical,,-42.64
11/21/2020,Chase Credit Card,Amazon Marketplace - Carrier,Pets/Pet Care,,-73.56
11/20/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-106.82
11/20/2020,Chase Credit Card,Kyoto Sushi,Restaurants/Liquor,,-28.91
11/20/2020,Discover Credit Card,Internet Payment - Thank You,Credit Card Payments,,389.09
11/20/2020,Short Term Savings (BOA),Bank Of America,Deposits,,41.2
11/19/2020,Chase Credit Card,Shannon Rose Irish Pub,Restaurants/Liquor,,-21.46
11/19/2020,L3harris 401k,L3harris Stock Fund - Dividends,Securities Trades,,4.88
11/18/2020,Chase Credit Card,Amazon Marketplace - O2 Meter,Healthcare/Medical,,-26.6
11/18/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,124.23
11/18/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,77.65
11/18/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,46.59
11/18/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,62.11
11/17/2020,Chase Credit Card,Apple.com/us,General Merchandise,,-861.53
11/17/2020,Spend (BOA),Plymouth Rock,Car Insurance,,-288.83
11/16/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-24.41
11/16/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-2.87
11/16/2020,Reserve (PNC),Interest Payment,Interest,,0.03
11/16/2020,Spend (PNC),Td Ameritrade,Investments,,-250
11/16/2020,Spend (PNC),Interest Payment,Interest,,0.02
11/15/2020,Chase Credit Card,Amazon Marketplace - Phone Accessories,General Merchandise,,-25.57
11/15/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-12
11/15/2020,Discover Credit Card,Hp,Return Expense,,-685.59
11/14/2020,Chase Credit Card,Prime Video*204s11jc1,Entertainment/Social,,-6.39
11/14/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-69.48
11/14/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-15
11/13/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-80.14
11/13/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-25.24
11/13/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
11/13/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
11/13/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
11/13/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
11/13/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Transfers,,-150
11/13/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
11/13/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2406.8
11/13/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Transfers,,-200
11/13/2020,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-39.99
11/12/2020,Spend (PNC),Chase,Credit Card Payments,,-418.64
11/12/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-4.79
11/10/2020,Spend (BOA),Bank Of America,Car Loan,,-309.66
11/10/2020,Chase Credit Card,Amazon Prime Pantry,Return,,6
11/10/2020,Chase Credit Card,Payment Thank You - Web,Credit Card Payments,,418.64
11/9/2020,Chase Credit Card,Stitch Fix,Return Income,,20
11/9/2020,Spend (BOA),Chase,Credit Card Payments,,-915.63
11/8/2020,Chase Credit Card,Blue Swan * Blue Swan,Restaurants/Liquor,,-96.05
11/7/2020,Chase Credit Card,Buffalo Wild Wings,Restaurants/Liquor,,-40.06
11/7/2020,Chase Credit Card,Target Xxxx4670,Groceries & Essentials,,-24.25
11/6/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,915.63
11/6/2020,Chase Credit Card,I Love Bagels And Coffee,Groceries & Essentials,,-13.75
11/6/2020,Chase Credit Card,Summit Medical Group,Healthcare/Medical,,-48.56
11/6/2020,Chase Credit Card,Salon 074,Personal Care/Hair,,-183.97
11/6/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-12
11/4/2020,Chase Credit Card,Amazon,Groceries & Essentials,,-89.06
11/4/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
11/4/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
11/4/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
11/4/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
11/3/2020,Spend (PNC),Ach Webrecur Xxxxx6242 Elizabethtowngas Et Gas,Gas/Electric Bill,,-11.95
11/3/2020,Spend (PNC),The Park Hotels,Rent,,-2239.87
11/3/2020,Spend (BOA),Online Banking Transfer To Sav 6703 Confirmation# Xxxxxx7506,Transfers,,-6000
11/3/2020,Short Term Savings (BOA),Online Banking Transfer From Chk 9148 Confirmation# Xxxxxx7506,Transfers,,6000
11/2/2020,Chase Credit Card,Stitch Fix,Return Expense,,-20
11/2/2020,Spend (PNC),Td Ameritrade,Investments,,-250
11/2/2020,Spend (PNC),Fidelity Investments,Investments,,-50
11/2/2020,Spend (BOA),Check Xxxxxxx0111,Gifts,,-200
11/2/2020,Short Term Savings (BOA),"Goldman Sachs Ba Des:collection Id:xxxxxxxxxxx3584 Indn:thornton,richard Co Id:0124",Savings,,-5849.92
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-7.5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-7.5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Money Market,Securities Trades,,-5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Fidelity 500 Index,Securities Trades,,-5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Total Market Index,Securities Trades,,-10
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Aggressive Growth Port,Securities Trades,,-5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh Moderate Growth Port,Securities Trades,,-5
11/2/2020,College 529,You Bought Contribution Periodic Investment Nh International Index,Securities Trades,,-5
11/2/2020,Long Term Savings (Goldman),Internet Transfer From Bank Of America N.a. Dda Account ********6703,Transfers,,5849.92
11/2/2020,College 529,Money Line Received Eft Funds Received Erxxxx5623,Transfers,,50
11/1/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-12.39
11/1/2020,Chase Credit Card,Wegmans,Groceries & Essentials,,-240.36
11/1/2020,Discover Credit Card,Quick Chek,Groceries & Essentials,,-30.77
10/31/2020,Long Term Savings (Goldman),Sav Increase Int Paid,Interest,,33.59
10/31/2020,Chase Credit Card,Ramen House,Restaurants/Liquor,,-29.35
10/31/2020,Chase Credit Card,Doordash,Restaurants/Liquor,,-7.99
10/31/2020,Chase Credit Card,Whole Foods Market,Entertainment/Social,,-16.47
10/31/2020,Chase Credit Card,Amazon.com,Pets/Pet Care,,-21.31
10/31/2020,Short Term Savings (PNC),Interest Payment,Interest,,0.21
10/30/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
10/30/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
10/30/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
10/30/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.89
10/30/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
10/30/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
10/30/2020,Spend (BOA),L'oreal Usa,Paychecks/Salary,,4134.05
10/30/2020,TD Invest,Free Balance Interest Adjustment,Investment Income,,0.16
10/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,66.21
10/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,66.21
10/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,132.41
10/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,397.25
10/30/2020,L'oreal Usa Inc. 401k,Contribution Vtiax,Retirement Contributions,,26.48
10/30/2020,L'oreal Usa Inc. 401k,Contribution Svf-n,Retirement Contributions,,26.49
10/30/2020,L'oreal Usa Inc. 401k,Contribution Viiix,Retirement Contributions,,52.96
10/30/2020,L'oreal Usa Inc. 401k,Contribution T5o,Retirement Contributions,,158.9
10/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,0.87
10/30/2020,L'oreal Usa Inc. 401k,Earnings - Dividends Svf-n,Securities Trades,,1.53
10/30/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
10/30/2020,College 529,Money Line Received,Transfers,,50
10/30/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
10/29/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-15
10/29/2020,Chase Credit Card,Le Shoppe Company St,Gifts,,-125.02
10/29/2020,TD Invest,Sold 16 Tqqq @ 125.16,Securities Trades,,2002.52
10/28/2020,Spend (PNC),Ach Debit Xxxxx2808 Public Service Pseg,Gas/Electric Bill,,-113.11
10/28/2020,Short Term Savings (BOA),Interest Earned,Interest,,0.08
10/28/2020,TD Invest,Bought 16 Tqqq @ 123.0299,Securities Trades,,-1968.48
10/27/2020,Spend (PNC),Honda,Car Loan,,-316
10/27/2020,Spend (PNC),Usaa,Insurance,", ",-179.41
10/26/2020,Auto - Ending in 7460,Payment Received - Thank You!,Transfers,,316
10/26/2020,Chase Credit Card,Panera Bread,Restaurants/Liquor,,-15.86
10/25/2020,Chase Credit Card,Applebee's,Restaurants/Liquor,,-15.19
10/25/2020,Chase Credit Card,Grubhubkyotosushi2uni,Restaurants/Liquor,,-46.96
10/25/2020,Chase Credit Card,Liquor Basics,Restaurants/Liquor,,-11.19
10/25/2020,Chase Credit Card,Whole Foods Market,Entertainment/Social,,-14.98
10/25/2020,Chase Credit Card,Cory Mathews South Inc,Personal Care/Hair,,-37.5
10/25/2020,Chase Credit Card,E-zpass,Travel,,-70
10/25/2020,Chase Credit Card,Homegoods,Gifts,,-59.68
10/24/2020,Discover Credit Card,Westfield,Travel,,-1
10/23/2020,Discover Credit Card,Bp#xxx3400west Long Bran West Long Branj,Gasoline/Fuel,,-22.11
10/23/2020,Spend (BOA),Chase,Credit Card Payments,,-744.38
10/22/2020,Chase Credit Card,Dunkin' Donuts,Return,,3
10/22/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,744.38
10/22/2020,Chase Credit Card,Summit Medical Group,Healthcare/Medical,,-13.36
10/22/2020,Chase Credit Card,"Amazon Marketplace - Charger, Clothes",General Merchandise,,-26.61
10/22/2020,Chase Credit Card,Petco,Pets/Pet Care,,-30.35
10/21/2020,Chase Credit Card,365 Market B Xxx Xxx-3299,Restaurants/Liquor,,-10.66
10/21/2020,L3harris 401k,Lifecycle Fund Xx60 - Contribution,Retirement Contributions,,116.92
10/21/2020,L3harris 401k,Large Cap Core Eq - Contribution,Retirement Contributions,,73.08
10/21/2020,L3harris 401k,L3harris Stock Fund - Contribution,Retirement Contributions,,43.85
10/21/2020,L3harris 401k,Index Equity Fund - Contribution,Retirement Contributions,,58.46
10/20/2020,Chase Credit Card,Dunkin' Donuts,Restaurants/Liquor,,-30.63
10/20/2020,Chase Credit Card,Acme Fresh Market,Groceries & Essentials,,-145.38
10/20/2020,Chase Credit Card,Abady Steiner & Ravine E,Healthcare/Medical,,-20
10/20/2020,Chase Credit Card,Panera Bread,Restaurants/Liquor,,-11.7
10/20/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-44
10/20/2020,Spend (PNC),Chase,Credit Card Payments,,-1324.68
10/19/2020,Chase Credit Card,Payment Thank You-mobile,Credit Card Payments,,1324.68
10/19/2020,Spend (PNC),Td Ameritrade,Investments,,-250
10/19/2020,Spend (BOA),Plymouth Rock,Car Insurance,,-288.83
10/18/2020,Chase Credit Card,Nautilus Bowflex,General Merchandise,,-372.12
10/18/2020,Chase Credit Card,Petco,Pets/Pet Care,,-7.21
10/18/2020,Chase Credit Card,Hulu,TV/Internet/Phone & Subscriptions,,-3.09
10/18/2020,Chase Credit Card,Chewy,Pets/Pet Care,,-99.59
10/16/2020,Chase Credit Card,Walgreens,Gifts,,-5.32
10/16/2020,Chase Credit Card,Exxonmobil,Gasoline/Fuel,,-27.74
10/16/2020,Short Term Savings (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,150
10/16/2020,Reserve (PNC),Twh Auto Transfer From Xxxxx3293,Transfers,,75
10/16/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3314,Savings,,-150
10/16/2020,Spend (PNC),Ach Credit Xxxxx6013 L3harris Technol Payroll,Paychecks/Salary,,2285.9
10/16/2020,Spend (PNC),Ach Webrecur Xxxxx3584 Goldman Sachs Ba Collection,Savings,,-200
10/16/2020,Spend (PNC),Twh Auto Transfer To Xxxxx3306,Savings,,-75
10/16/2020,Spend (BOA),Zelle,General Merchandise,,-20
10/16/2020,TD Invest,Recurring Electronic Funding,Transfers,,250
10/16/2020,Long Term Savings (Goldman),"Internet Transfer From Pnc Bank, New Jersey Dda Account ******3293",Transfers,,200
10/15/2020,Reserve (PNC),Interest Payment,Interest,,0.02
10/15/2020,Spend (PNC),Interest Payment,Interest,,0.03
10/15/2020,Chase Credit Card,Petco,Pets/Pet Care,,-19.92
10/14/2020,Discover Credit Card,Sunoco,Gasoline/Fuel,,-23.82
10/14/2020,Chase Credit Card,Masami Japanese Restaurant,Restaurants/Liquor,,-22.99
10/13/2020,Chase Credit Card,Slice*ilfornoalegna,Restaurants/Liquor,,-68.38
10/13/2020,Spend (PNC),Verizon,TV/Internet/Phone & Subscriptions,,-39.99
10/13/2020,Spend (BOA),Zelle,Deposits,,200
10/12/2020,Chase Credit Card,Pp*thaifoodadd,Restaurants/Liquor,,-4
10/12/2020,Chase Credit Card,Holland Ridge Farms,Entertainment/Social,,-25.59
10/12/2020,Chase Credit Card,Empanada Monster,Restaurants/Liquor,,-26.5
10/12/2020,Chase Credit Card,Amazon.com,Groceries & Essentials,,-10
10/12/2020,Chase Credit Card,Stitch Fix,Clothing/Shoes/Makeup,,-196.95
10/12/2020,Chase Credit Card,Holland Ridge Farms,Entertainment/Social,,-32.05
10/12/2020,Chase Credit Card,Best Buy,Home Maintenance,,-149.26
10/11/2020,Chase Credit Card,Thailand Restaurant,Restaurants/Liquor,,-41.09
10/11/2020,Chase Credit Card,Cvs Pharmacy,Healthcare/Medical,,-9.29
10/11/2020,Chase Credit Card,Auntie Anne's,Entertainment/Social,,-6.49
